uniprot_acc	mlo	rol	db
Q8IVS8		regulator	phasepdb_ht
Q8IVH8		regulator	phasepdb_ht
Q8IV63		regulator	phasepdb_ht
Q8IUF8		regulator	phasepdb_ht
Q8IU60		regulator	phasepdb_ht
Q86YN1		regulator	phasepdb_ht
Q86XI6		regulator	phasepdb_ht
Q86WT6		regulator	phasepdb_ht
Q86WG5		regulator	phasepdb_ht
Q86WB0		regulator	phasepdb_ht
Q86VS3		regulator	phasepdb_ht
Q86V86		regulator	phasepdb_ht
Q86UN6		regulator	phasepdb_ht
Q86UL8		regulator	phasepdb_ht
Q86UE8		regulator	phasepdb_ht
Q86U44		regulator	phasepdb_ht
Q86TB9		regulator	phasepdb_ht
Q86SG6		regulator	phasepdb_ht
Q7Z7J9		regulator	phasepdb_ht
Q7Z695		regulator	phasepdb_ht
Q7Z2Y5		regulator	phasepdb_ht
Q7RTV0		regulator	phasepdb_ht
Q7RTN6		regulator	phasepdb_ht
Q76I76		regulator	phasepdb_ht
Q6ZUJ8		regulator	phasepdb_ht
Q6ZSY5		regulator	phasepdb_ht
Q6ZNF0		regulator	phasepdb_ht
Q6ZMQ8		regulator	phasepdb_ht
Q6XPS3		regulator	phasepdb_ht
Q6SA08		regulator	phasepdb_ht
Q6PID6		regulator	phasepdb_ht
Q6PHR2		regulator	phasepdb_ht
Q6P9H4		regulator	phasepdb_ht
Q6P6C2		regulator	phasepdb_ht
Q6P3W7		regulator	phasepdb_ht
Q6P2H3		regulator	phasepdb_ht
Q6P2E9		regulator	phasepdb_ht
Q6J9G0		regulator	phasepdb_ht
Q6IBS0		regulator	phasepdb_ht
Q6DT37		regulator	phasepdb_ht
Q68J44		regulator	phasepdb_ht
Q66LE6		regulator	phasepdb_ht
Q659A1		regulator	phasepdb_ht
Q5VZY2		regulator	phasepdb_ht
Q5VTR2		regulator	phasepdb_ht
Q5VT25		regulator	phasepdb_ht
Q5T9C9		regulator	phasepdb_ht
Q5T2T1		regulator	phasepdb_ht
Q5SGD2		regulator	phasepdb_ht
Q5S007		regulator	phasepdb_ht
Q5JZY3		regulator	phasepdb_ht
Q5JR12		regulator	phasepdb_ht
Q56UN5		regulator	phasepdb_ht
Q53H12		regulator	phasepdb_ht
Q3MIX3		regulator	phasepdb_ht
Q32MK0		regulator	phasepdb_ht
Q2Q1W2		regulator	phasepdb_ht
Q2M2I8		regulator	phasepdb_ht
Q16877		regulator	phasepdb_ht
Q16875		regulator	phasepdb_ht
Q16854		regulator	phasepdb_ht
Q16850		regulator	phasepdb_ht
Q16828		regulator	phasepdb_ht
Q16827		regulator	phasepdb_ht
Q16825		regulator	phasepdb_ht
Q16774		regulator	phasepdb_ht
Q16690		regulator	phasepdb_ht
Q16666		regulator	phasepdb_ht
Q16659		regulator	phasepdb_ht
Q16644		regulator	phasepdb_ht
Q16637		regulator	phasepdb_ht
Q16620		regulator	phasepdb_ht
Q16584		regulator	phasepdb_ht
Q16566		regulator	phasepdb_ht
Q16539		regulator	phasepdb_ht
Q16526		regulator	phasepdb_ht
Q16512		regulator	phasepdb_ht
Q16288		regulator	phasepdb_ht
Q15911		regulator	phasepdb_ht
Q15831		regulator	phasepdb_ht
Q15543		regulator	phasepdb_ht
Q15435		regulator	phasepdb_ht
Q15375		regulator	phasepdb_ht
Q15361		regulator	phasepdb_ht
Q15349		regulator	phasepdb_ht
Q15303		regulator	phasepdb_ht
Q15257		regulator	phasepdb_ht
Q15233		regulator	phasepdb_ht
Q15208		regulator	phasepdb_ht
Q15154		regulator	phasepdb_ht
Q15139		regulator	phasepdb_ht
Q15131		regulator	phasepdb_ht
Q15126		regulator	phasepdb_ht
Q15124		regulator	phasepdb_ht
Q15120		regulator	phasepdb_ht
Q15020		regulator	phasepdb_ht
Q15007		regulator	phasepdb_ht
Q14978		regulator	phasepdb_ht
Q14738		regulator	phasepdb_ht
Q14692		regulator	phasepdb_ht
Q14683		regulator	phasepdb_ht
Q14671		regulator	phasepdb_ht
Q14642		regulator	phasepdb_ht
Q14451		regulator	phasepdb_ht
Q14444		regulator	phasepdb_ht
Q14432		regulator	phasepdb_ht
Q14410		regulator	phasepdb_ht
Q14296		regulator	phasepdb_ht
Q14289		regulator	phasepdb_ht
Q14191		regulator	phasepdb_ht
Q14164		regulator	phasepdb_ht
Q14149		regulator	phasepdb_ht
Q14137		regulator	phasepdb_ht
Q14012		regulator	phasepdb_ht
Q14004		regulator	phasepdb_ht
Q13956		regulator	phasepdb_ht
Q13895		regulator	phasepdb_ht
Q13882		regulator	phasepdb_ht
Q13835		regulator	phasepdb_ht
Q13705		regulator	phasepdb_ht
Q13627		regulator	phasepdb_ht
Q13608		regulator	phasepdb_ht
Q13574		regulator	phasepdb_ht
Q13555		regulator	phasepdb_ht
Q13526		regulator	phasepdb_ht
Q13523		regulator	phasepdb_ht
Q13522		regulator	phasepdb_ht
Q13510		regulator	phasepdb_ht
Q13501		regulator	phasepdb_ht
Q13470		regulator	phasepdb_ht
Q13370		regulator	phasepdb_ht
Q13368		regulator	phasepdb_ht
Q13362		regulator	phasepdb_ht
Q13310		regulator	phasepdb_ht
Q13309		regulator	phasepdb_ht
Q13308		regulator	phasepdb_ht
Q13283		regulator	phasepdb_ht
Q13243		regulator	phasepdb_ht
Q13242		regulator	phasepdb_ht
Q13131		regulator	phasepdb_ht
Q13057		regulator	phasepdb_ht
Q12974		regulator	phasepdb_ht
Q12972		regulator	phasepdb_ht
Q12923		regulator	phasepdb_ht
Q12851		regulator	phasepdb_ht
Q12792		regulator	phasepdb_ht
Q08J23		regulator	phasepdb_ht
Q08999		regulator	phasepdb_ht
Q08493		regulator	phasepdb_ht
Q07955		regulator	phasepdb_ht
Q07912		regulator	phasepdb_ht
Q06787		regulator	phasepdb_ht
Q06609		regulator	phasepdb_ht
Q06413		regulator	phasepdb_ht
Q06278		regulator	phasepdb_ht
Q06124		regulator	phasepdb_ht
Q05823		regulator	phasepdb_ht
Q05655		regulator	phasepdb_ht
Q05516		regulator	phasepdb_ht
Q05209		regulator	phasepdb_ht
Q05193		regulator	phasepdb_ht
Q04912		regulator	phasepdb_ht
Q04759		regulator	phasepdb_ht
Q02952		regulator	phasepdb_ht
Q02779		regulator	phasepdb_ht
Q02763		regulator	phasepdb_ht
Q02750		regulator	phasepdb_ht
Q01974		regulator	phasepdb_ht
Q01813		regulator	phasepdb_ht
Q01130		regulator	phasepdb_ht
Q01085		regulator	phasepdb_ht
Q01081		regulator	phasepdb_ht
Q00987		regulator	phasepdb_ht
Q00722		regulator	phasepdb_ht
Q00537		regulator	phasepdb_ht
Q00535		regulator	phasepdb_ht
Q00534		regulator	phasepdb_ht
Q00532		regulator	phasepdb_ht
Q00526		regulator	phasepdb_ht
Q00325		regulator	phasepdb_ht
Q00005		regulator	phasepdb_ht
P98161		regulator	phasepdb_ht
P82979		regulator	phasepdb_ht
P80404		regulator	phasepdb_ht
P80192		regulator	phasepdb_ht
P78562		regulator	phasepdb_ht
P78527		regulator	phasepdb_ht
P78406		regulator	phasepdb_ht
P78362		regulator	phasepdb_ht
P78356		regulator	phasepdb_ht
P78330		regulator	phasepdb_ht
P78317		regulator	phasepdb_ht
P68400		regulator	phasepdb_ht
P68104		regulator	phasepdb_ht
P67809		regulator	phasepdb_ht
P67775		regulator	phasepdb_ht
P63165		regulator	phasepdb_ht
P63151		regulator	phasepdb_ht
P63098		regulator	phasepdb_ht
P62979		regulator	phasepdb_ht
P62913		regulator	phasepdb_ht
P62310		regulator	phasepdb_ht
P62140		regulator	phasepdb_ht
P61956		regulator	phasepdb_ht
P60900		regulator	phasepdb_ht
P57059		regulator	phasepdb_ht
P56945		regulator	phasepdb_ht
P56381		regulator	phasepdb_ht
P55199		regulator	phasepdb_ht
P54829		regulator	phasepdb_ht
P54821		regulator	phasepdb_ht
P54819		regulator	phasepdb_ht
P54753		regulator	phasepdb_ht
P54646		regulator	phasepdb_ht
P54274		regulator	phasepdb_ht
P53779		regulator	phasepdb_ht
P53671		regulator	phasepdb_ht
P53667		regulator	phasepdb_ht
P53370		regulator	phasepdb_ht
P53355		regulator	phasepdb_ht
P53041		regulator	phasepdb_ht
P52789		regulator	phasepdb_ht
P52429		regulator	phasepdb_ht
P52209		regulator	phasepdb_ht
P51956		regulator	phasepdb_ht
P51817		regulator	phasepdb_ht
P51813		regulator	phasepdb_ht
P51570		regulator	phasepdb_ht
P51452		regulator	phasepdb_ht
P51451		regulator	phasepdb_ht
P51178		regulator	phasepdb_ht
P51160		regulator	phasepdb_ht
P50750		regulator	phasepdb_ht
P50613		regulator	phasepdb_ht
P50453		regulator	phasepdb_ht
P50452		regulator	phasepdb_ht
P50053		regulator	phasepdb_ht
P49961		regulator	phasepdb_ht
P49902		regulator	phasepdb_ht
P49842		regulator	phasepdb_ht
P49841		regulator	phasepdb_ht
P49790		regulator	phasepdb_ht
P49761		regulator	phasepdb_ht
P49759		regulator	phasepdb_ht
P49619		regulator	phasepdb_ht
P49585		regulator	phasepdb_ht
P49336		regulator	phasepdb_ht
P48730		regulator	phasepdb_ht
P48454		regulator	phasepdb_ht
P47895		regulator	phasepdb_ht
P47712		regulator	phasepdb_ht
P46087		regulator	phasepdb_ht
P46020		regulator	phasepdb_ht
P45984		regulator	phasepdb_ht
P45983		regulator	phasepdb_ht
P43378		regulator	phasepdb_ht
P43356		regulator	phasepdb_ht
P42685		regulator	phasepdb_ht
P42684		regulator	phasepdb_ht
P42680		regulator	phasepdb_ht
P42356		regulator	phasepdb_ht
P41743		regulator	phasepdb_ht
P41236		regulator	phasepdb_ht
P41227		regulator	phasepdb_ht
P39877		regulator	phasepdb_ht
P38432		regulator	phasepdb_ht
P37287		regulator	phasepdb_ht
P37173		regulator	phasepdb_ht
P37023		regulator	phasepdb_ht
P36955		regulator	phasepdb_ht
P36897		regulator	phasepdb_ht
P36894		regulator	phasepdb_ht
P36888		regulator	phasepdb_ht
P36873		regulator	phasepdb_ht
P36507		regulator	phasepdb_ht
P35998		regulator	phasepdb_ht
P35968		regulator	phasepdb_ht
P35913		regulator	phasepdb_ht
P35813		regulator	phasepdb_ht
P35575		regulator	phasepdb_ht
P35236		regulator	phasepdb_ht
P33981		regulator	phasepdb_ht
P33316		regulator	phasepdb_ht
P32189		regulator	phasepdb_ht
P32019		regulator	phasepdb_ht
P30613		regulator	phasepdb_ht
P30530		regulator	phasepdb_ht
P30307		regulator	phasepdb_ht
P30305		regulator	phasepdb_ht
P30154		regulator	phasepdb_ht
P30153		regulator	phasepdb_ht
P30085		regulator	phasepdb_ht
P29622		regulator	phasepdb_ht
P29590		regulator	phasepdb_ht
P29376		regulator	phasepdb_ht
P29350		regulator	phasepdb_ht
P29323		regulator	phasepdb_ht
P29322		regulator	phasepdb_ht
P28827		regulator	phasepdb_ht
P28562		regulator	phasepdb_ht
P28482		regulator	phasepdb_ht
P27986		regulator	phasepdb_ht
P27815		regulator	phasepdb_ht
P27707		regulator	phasepdb_ht
P27695		regulator	phasepdb_ht
P27694		regulator	phasepdb_ht
P27448		regulator	phasepdb_ht
P27361		regulator	phasepdb_ht
P26368		regulator	phasepdb_ht
P26196		regulator	phasepdb_ht
P25789		regulator	phasepdb_ht
P25098		regulator	phasepdb_ht
P23919		regulator	phasepdb_ht
P23743		regulator	phasepdb_ht
P23677		regulator	phasepdb_ht
P23497		regulator	phasepdb_ht
P23469		regulator	phasepdb_ht
P23468		regulator	phasepdb_ht
P23458		regulator	phasepdb_ht
P22694		regulator	phasepdb_ht
P22612		regulator	phasepdb_ht
P22413		regulator	phasepdb_ht
P22087		regulator	phasepdb_ht
P21860		regulator	phasepdb_ht
P21675		regulator	phasepdb_ht
P21589		regulator	phasepdb_ht
P21127		regulator	phasepdb_ht
P20941		regulator	phasepdb_ht
P19957		regulator	phasepdb_ht
P19784		regulator	phasepdb_ht
P19338		regulator	phasepdb_ht
P18433		regulator	phasepdb_ht
P17980		regulator	phasepdb_ht
P17948		regulator	phasepdb_ht
P17706		regulator	phasepdb_ht
P17540		regulator	phasepdb_ht
P17252		regulator	phasepdb_ht
P16591		regulator	phasepdb_ht
P16499		regulator	phasepdb_ht
P16298		regulator	phasepdb_ht
P16284		regulator	phasepdb_ht
P16234		regulator	phasepdb_ht
P15927		regulator	phasepdb_ht
P15531		regulator	phasepdb_ht
P15309		regulator	phasepdb_ht
P15259		regulator	phasepdb_ht
P14618		regulator	phasepdb_ht
P14406		regulator	phasepdb_ht
P14314		regulator	phasepdb_ht
P13686		regulator	phasepdb_ht
P12955		regulator	phasepdb_ht
P12532		regulator	phasepdb_ht
P12277		regulator	phasepdb_ht
P12270		regulator	phasepdb_ht
P11940		regulator	phasepdb_ht
P11802		regulator	phasepdb_ht
P11388		regulator	phasepdb_ht
P11387		regulator	phasepdb_ht
P10721		regulator	phasepdb_ht
P10696		regulator	phasepdb_ht
P10398		regulator	phasepdb_ht
P0DN76		regulator	phasepdb_ht
P0C7T5		regulator	phasepdb_ht
P09923		regulator	phasepdb_ht
P09619		regulator	phasepdb_ht
P09467		regulator	phasepdb_ht
P09234		regulator	phasepdb_ht
P08922		regulator	phasepdb_ht
P08575		regulator	phasepdb_ht
P08237		regulator	phasepdb_ht
P08183		regulator	phasepdb_ht
P08069		regulator	phasepdb_ht
P07948		regulator	phasepdb_ht
P07947		regulator	phasepdb_ht
P07205		regulator	phasepdb_ht
P07093		regulator	phasepdb_ht
P06748		regulator	phasepdb_ht
P06730		regulator	phasepdb_ht
P06239		regulator	phasepdb_ht
P06213		regulator	phasepdb_ht
P05198		regulator	phasepdb_ht
P05187		regulator	phasepdb_ht
P05129		regulator	phasepdb_ht
P04049		regulator	phasepdb_ht
P01106		regulator	phasepdb_ht
P00749		regulator	phasepdb_ht
P00558		regulator	phasepdb_ht
P00533		regulator	phasepdb_ht
O96013		regulator	phasepdb_ht
O95989		regulator	phasepdb_ht
O95861		regulator	phasepdb_ht
O95747		regulator	phasepdb_ht
O95685		regulator	phasepdb_ht
O95382		regulator	phasepdb_ht
O95340		regulator	phasepdb_ht
O95278		regulator	phasepdb_ht
O95248		regulator	phasepdb_ht
O95147		regulator	phasepdb_ht
O95140		regulator	phasepdb_ht
O94921		regulator	phasepdb_ht
O94806		regulator	phasepdb_ht
O94804		regulator	phasepdb_ht
O94768		regulator	phasepdb_ht
O94762		regulator	phasepdb_ht
O76083		regulator	phasepdb_ht
O75925		regulator	phasepdb_ht
O75914		regulator	phasepdb_ht
O75912		regulator	phasepdb_ht
O75879		regulator	phasepdb_ht
O75838		regulator	phasepdb_ht
O75747		regulator	phasepdb_ht
O75688		regulator	phasepdb_ht
O75582		regulator	phasepdb_ht
O75556		regulator	phasepdb_ht
O75554		regulator	phasepdb_ht
O75364		regulator	phasepdb_ht
O75356		regulator	phasepdb_ht
O75355		regulator	phasepdb_ht
O75354		regulator	phasepdb_ht
O75319		regulator	phasepdb_ht
O75191		regulator	phasepdb_ht
O75175		regulator	phasepdb_ht
O75151		regulator	phasepdb_ht
O60927		regulator	phasepdb_ht
O60825		regulator	phasepdb_ht
O60729		regulator	phasepdb_ht
O60331		regulator	phasepdb_ht
O60307		regulator	phasepdb_ht
O60256		regulator	phasepdb_ht
O60239		regulator	phasepdb_ht
O60237		regulator	phasepdb_ht
O43933		regulator	phasepdb_ht
O43924		regulator	phasepdb_ht
O43823		regulator	phasepdb_ht
O43781		regulator	phasepdb_ht
O43688		regulator	phasepdb_ht
O43687		regulator	phasepdb_ht
O43566		regulator	phasepdb_ht
O43520		regulator	phasepdb_ht
O43482		regulator	phasepdb_ht
O43447		regulator	phasepdb_ht
O43423		regulator	phasepdb_ht
O43395		regulator	phasepdb_ht
O43293		regulator	phasepdb_ht
O43283		regulator	phasepdb_ht
O43252		regulator	phasepdb_ht
O43172		regulator	phasepdb_ht
O43159		regulator	phasepdb_ht
O43148		regulator	phasepdb_ht
O15530		regulator	phasepdb_ht
O15355		regulator	phasepdb_ht
O15342		regulator	phasepdb_ht
O15297		regulator	phasepdb_ht
O15264		regulator	phasepdb_ht
O15075		regulator	phasepdb_ht
O15067		regulator	phasepdb_ht
O15056		regulator	phasepdb_ht
O15031		regulator	phasepdb_ht
O14974		regulator	phasepdb_ht
O14965		regulator	phasepdb_ht
O14964		regulator	phasepdb_ht
O14936		regulator	phasepdb_ht
O14893		regulator	phasepdb_ht
O14874		regulator	phasepdb_ht
O14832		regulator	phasepdb_ht
O14830		regulator	phasepdb_ht
O14829		regulator	phasepdb_ht
O14757		regulator	phasepdb_ht
O14746		regulator	phasepdb_ht
O14730		regulator	phasepdb_ht
O14522		regulator	phasepdb_ht
O14495		regulator	phasepdb_ht
O14494		regulator	phasepdb_ht
O00764		regulator	phasepdb_ht
O00757		regulator	phasepdb_ht
O00750		regulator	phasepdb_ht
O00746		regulator	phasepdb_ht
O00743		regulator	phasepdb_ht
O00623		regulator	phasepdb_ht
O00506		regulator	phasepdb_ht
O00444		regulator	phasepdb_ht
O00425		regulator	phasepdb_ht
O00408		regulator	phasepdb_ht
O00311		regulator	phasepdb_ht
O00238		regulator	phasepdb_ht
O00142		regulator	phasepdb_ht
A2A3K4		regulator	phasepdb_ht
A0A024RBG1		regulator	phasepdb_ht
Q9NP73	Stress granule	unassigned	phasepdb_ht
Q8IWZ3	P-body	unassigned	phasepdb_ht
O75179	P-body	unassigned	phasepdb_ht
Q8N9N2	Stress granule	unassigned	phasepdb_ht
Q8N3C0	Stress granule	unassigned	phasepdb_ht
Q9H694	Stress granule	unassigned	phasepdb_ht
Q14201	P-body	unassigned	phasepdb_ht
Q8TEP8	P-body	unassigned	phasepdb_ht
Q6P2H3	P-body	unassigned	phasepdb_ht
A5YKK6	P-body	unassigned	phasepdb_ht
Q9H9A5	P-body	unassigned	phasepdb_ht
Q9UKZ1	P-body	unassigned	phasepdb_ht
Q9NZN8	P-body	unassigned	phasepdb_ht
O75175	P-body	unassigned	phasepdb_ht
O95628	P-body	unassigned	phasepdb_ht
Q9ULM6	P-body	unassigned	phasepdb_ht
Q96LI5	P-body	unassigned	phasepdb_ht
Q9UIV1	P-body	unassigned	phasepdb_ht
Q9UFF9	P-body	unassigned	phasepdb_ht
Q92600	P-body	unassigned	phasepdb_ht
Q9H3G5	P-body	unassigned	phasepdb_ht
Q6P158	Stress granule	unassigned	phasepdb_ht
Q8TF46	P-body	unassigned	phasepdb_ht
Q92997	P-body	unassigned	phasepdb_ht
Q86Y13	Stress granule	unassigned	phasepdb_ht
O60573	P-body	unassigned	phasepdb_ht
O60573	Stress granule	unassigned	phasepdb_ht
P78344	Stress granule	unassigned	phasepdb_ht
Q9NX05	Stress granule	unassigned	phasepdb_ht
P78312	P-body	unassigned	phasepdb_ht
Q9HCM7	Stress granule	unassigned	phasepdb_ht
Q53EP0	Stress granule	unassigned	phasepdb_ht
Q6Y7W6	P-body	unassigned	phasepdb_ht
Q53GS7	Stress granule	unassigned	phasepdb_ht
P42694	P-body	unassigned	phasepdb_ht
Q9P2D0	Stress granule	unassigned	phasepdb_ht
Q92628	P-body	unassigned	phasepdb_ht
O15063	P-body	unassigned	phasepdb_ht
O60333	Stress granule	unassigned	phasepdb_ht
Q9Y4F3	P-body	unassigned	phasepdb_ht
Q5VZF2	Stress granule	unassigned	phasepdb_ht
Q9BUT9	Stress granule	unassigned	phasepdb_ht
Q86XN8	Stress granule	unassigned	phasepdb_ht
Q9H000	Stress granule	unassigned	phasepdb_ht
Q9HCE1	Stress granule	unassigned	phasepdb_ht
Q86UW6	P-body	unassigned	phasepdb_ht
Q12986	Stress granule	unassigned	phasepdb_ht
Q9H0J9	Stress granule	unassigned	phasepdb_ht
Q86TB9	Stress granule	unassigned	phasepdb_ht
Q5JSZ5	P-body	unassigned	phasepdb_ht
Q9Y2K5	Stress granule	unassigned	phasepdb_ht
A0AV96	Stress granule	unassigned	phasepdb_ht
Q9HBD1	Stress granule	unassigned	phasepdb_ht
Q5TC82	P-body	unassigned	phasepdb_ht
Q9HBD1	P-body	unassigned	phasepdb_ht
Q5W0B1	P-body	unassigned	phasepdb_ht
Q9BY12	Stress granule	unassigned	phasepdb_ht
Q8WU79	Stress granule	unassigned	phasepdb_ht
Q86US8	Stress granule	unassigned	phasepdb_ht
Q92540	Stress granule	unassigned	phasepdb_ht
Q9NRC1	P-body	unassigned	phasepdb_ht
Q9Y2Z0	P-body	unassigned	phasepdb_ht
Q9Y2Z0	Stress granule	unassigned	phasepdb_ht
Q8NHU6	Stress granule	unassigned	phasepdb_ht
Q92545	P-body	unassigned	phasepdb_ht
Q9C0C2	P-body	unassigned	phasepdb_ht
O14787	Stress granule	unassigned	phasepdb_ht
Q8NDV7	P-body	unassigned	phasepdb_ht
Q9UPQ9	P-body	unassigned	phasepdb_ht
Q9HCJ0	P-body	unassigned	phasepdb_ht
O95985	Stress granule	unassigned	phasepdb_ht
P62995	Stress granule	unassigned	phasepdb_ht
Q9BRZ2	Stress granule	unassigned	phasepdb_ht
Q96AE7	P-body	unassigned	phasepdb_ht
Q5T6F2	P-body	unassigned	phasepdb_ht
Q8WYQ9	Stress granule	unassigned	phasepdb_ht
Q9C0B9	Stress granule	unassigned	phasepdb_ht
Q9NUD5	Stress granule	unassigned	phasepdb_ht
Q86UK7	Stress granule	unassigned	phasepdb_ht
Q86UK7	P-body	unassigned	phasepdb_ht
P35637	Droplet	driver	drllps
P35637	DNA damage foci	driver	drllps
P35637	Gemini of cajal body	driver	drllps
P35637	Nuclear speckle	driver	drllps
P35637	Nucleolus	driver	drllps
P35637	Paraspeckle	driver	drllps
P35637	P-body	driver	drllps
P35637	Stress granule	driver	drllps
P35637	Others	driver	drllps
O43670	Droplet	driver	drllps
O43670	Nucleolus	driver	drllps
O43670	Spindle apparatus	driver	drllps
O43670	Others	driver	drllps
P09651	Droplet	driver	drllps
P09651	Nuclear speckle	driver	drllps
P09651	Nucleolus	driver	drllps
P09651	Paraspeckle	driver	drllps
P09651	Sam68 nuclear body	driver	drllps
P09651	Stress granule	driver	drllps
P09651	Postsynaptic density	driver	drllps
P09651	Others	driver	drllps
P10636	Droplet	driver	drllps
P10636	Centrosome/Spindle pole body	driver	drllps
P10636	Microtubule	driver	drllps
P10636	Stress granule	driver	drllps
P10636	Postsynaptic density	driver	drllps
Q13148	Droplet	driver	drllps
Q13148	Cajal body	driver	drllps
Q13148	Gemini of cajal body	driver	drllps
Q13148	Paraspeckle	driver	drllps
Q13148	P-body	driver	drllps
Q13148	Stress granule	driver	drllps
Q13148	Others	driver	drllps
O43561	Droplet	driver	drllps
Q9GZQ8	Droplet	driver	drllps
Q9GZQ8	Others	driver	drllps
Q5FBB7	Droplet	driver	drllps
Q5FBB7	Centrosome/Spindle pole body	driver	drllps
P06748	Droplet	driver	drllps
P06748	Nucleolus	driver	drllps
P06748	Centrosome/Spindle pole body	driver	drllps
P06748	Stress granule	driver	drllps
O75683	Droplet	driver	drllps
O75683	Nucleolus	driver	drllps
P05067	Droplet	driver	drllps
P05067	Centrosome/Spindle pole body	driver	drllps
Q13151	Droplet	driver	drllps
Q13151	Nucleolus	driver	drllps
Q13151	Stress granule	driver	drllps
Q14781	Droplet	driver	drllps
Q14781	PcG body	driver	drllps
P22626	Droplet	driver	drllps
P22626	Nuclear speckle	driver	drllps
P22626	Nucleolus	driver	drllps
P22626	P-body	driver	drllps
P22626	Stress granule	driver	drllps
Q32P51	Droplet	driver	drllps
Q32P51	Nucleolus	driver	drllps
Q15717	Nucleolus	driver	drllps
Q15717	P-body	driver	drllps
Q15717	Stress granule	driver	drllps
Q15717	Others	driver	drllps
P49790	Droplet	driver	drllps
P49790	Stress granule	driver	drllps
P78352	Droplet	driver	drllps
P78352	Postsynaptic density	driver	drllps
P62750	Droplet	driver	drllps
P62750	Nucleolus	driver	drllps
P62750	Postsynaptic density	driver	drllps
Q14974	Droplet	driver	drllps
Q14974	Nucleolus	driver	drllps
Q14974	PML nuclear body	driver	drllps
Q14974	Centrosome/Spindle pole body	driver	drllps
Q14974	Stress granule	driver	drllps
Q14974	Postsynaptic density	driver	drllps
P31483	Droplet	driver	drllps
P31483	P-body	driver	drllps
P31483	Stress granule	driver	drllps
P31483	Others	driver	drllps
P24928	Droplet	driver	drllps
P24928	Nucleolus	driver	drllps
P24928	Others	driver	drllps
Q9UER7	Droplet	driver	drllps
Q9UER7	PML nuclear body	driver	drllps
Q96LT7	Droplet	driver	drllps
Q96LT7	Nucleolus	driver	drllps
Q96LT7	Stress granule	driver	drllps
P06241	Droplet	driver	drllps
P06241	Nucleolus	driver	drllps
P06241	Centrosome/Spindle pole body	driver	drllps
P06241	Postsynaptic density	driver	drllps
Q9NWB1	Droplet	driver	drllps
Q9NWB1	Stress granule	driver	drllps
Q14011	Droplet	driver	drllps
Q14011	Cajal body	driver	drllps
Q14011	Nucleolus	driver	drllps
Q14011	Stress granule	driver	drllps
Q13501	Droplet	driver	drllps
Q13501	Stress granule	driver	drllps
Q13501	Others	driver	drllps
Q9UPQ9	Droplet	driver	drllps
Q9UPQ9	P-body	driver	drllps
Q9UPQ9	Stress granule	driver	drllps
Q9NQI0	Droplet	driver	drllps
Q9NQI0	Nuage	driver	drllps
Q9NQI0	Others	driver	drllps
P52292	Droplet	driver	drllps
P52292	Nucleolus	driver	drllps
P52292	Stress granule	driver	drllps
Q9UHD9	Droplet	driver	drllps
Q9UHD9	Stress granule	driver	drllps
Q01844	Droplet	driver	drllps
Q01844	Nucleolus	driver	drllps
Q01844	Centrosome/Spindle pole body	driver	drllps
Q01844	Stress granule	driver	drllps
Q13283	Neuronal granule	driver	drllps
Q13283	P-body	driver	drllps
Q13283	Stress granule	driver	drllps
Q13283	Others	driver	drllps
O14980	Droplet	driver	drllps
O14980	Cajal body	driver	drllps
O14980	Nuclear speckle	driver	drllps
O14980	Nucleolus	driver	drllps
O14980	PML nuclear body	driver	drllps
O14980	Centrosome/Spindle pole body	driver	drllps
O14980	Postsynaptic density	driver	drllps
